oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2,cvegeo,cve_ent,cve_mun,nom_mun,tipo,tipo_vivi
departamento en renta en del paseo residencial,2.0,2.0,90.0,25.630131,-100.302828,2025-05-05 17:25:47.268265,lamudi,38000.0,422.22222222222223,19039,19,039,Monterrey,renta,vertical
departamento en renta en cortijo del rio,2.0,2.0,130.0,25.60809511,-100.26622137,2025-05-05 17:25:47.268265,lamudi,17000.0,130.76923076923077,19039,19,039,Monterrey,renta,vertical
casa en fraccionamiento en renta en monterrey centro,3.0,4.0,,25.58063807,-100.24744145,2025-05-05 17:25:47.268265,lamudi,28500.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta en del paseo residencial,3.0,2.0,111.0,25.630227,-100.302677,2025-05-05 17:25:47.268265,lamudi,51600.0,464.8648648648648,19039,19,039,Monterrey,renta,vertical
casa en renta en cerradas cumbres,3.0,4.0,,25.74516,-100.412616,2025-05-05 17:25:47.268265,lamudi,28500.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta en rincon de san jeronimo,1.0,1.0,45.0,25.691427,-100.3768103,2025-05-05 17:25:47.268265,lamudi,18000.0,400.0,19039,19,039,Monterrey,renta,vertical
casa en renta en hacienda mitras,3.0,2.0,100.0,25.7333734,-100.3883931,2025-05-05 17:25:47.268265,lamudi,16500.0,165.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta en lomas del vergel,2.0,2.0,68.0,25.5943014,-100.249628,2025-05-05 17:25:47.268265,lamudi,23500.0,345.5882352941176,19039,19,039,Monterrey,renta,vertical
departamento en renta en regina,1.0,1.0,40.0,25.707767,-100.314139,2025-05-05 17:25:47.268265,lamudi,16000.0,400.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en del paseo residencial,2.0,2.0,90.0,25.630131,-100.302828,2025-05-05 17:25:47.268265,lamudi,40000.0,444.44444444444446,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres san agustin,3.0,2.0,200.0,25.761662,-100.416797,2025-05-05 17:25:47.268265,lamudi,17000.0,85.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta en monterrey centro,2.0,2.0,70.0,25.6776379,-100.3189185,2025-05-05 17:25:47.268265,lamudi,21500.0,307.1428571428572,19039,19,039,Monterrey,renta,vertical
departamento en renta en cumbres oro residencial,2.0,2.0,110.0,25.737192,-100.394404,2025-05-05 17:25:47.268265,lamudi,19500.0,177.27272727272728,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres del sol,3.0,2.0,130.0,25.7632653,-100.4247828,2025-05-05 17:25:47.268265,lamudi,17000.0,130.76923076923077,19039,19,039,Monterrey,renta,horizontal
departamento en renta en monterrey centro,,1.0,,25.674241,-100.311532,2025-05-05 17:25:47.268265,lamudi,20000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en bernardo reyes,1.0,1.0,300.0,25.7150503,-100.3378608,2025-05-05 17:25:47.268265,lamudi,9000.0,30.0,19039,19,039,Monterrey,renta,vertical
casa en renta en cerradas cumbres,2.0,2.0,,25.744592,-100.412854,2025-05-05 17:25:47.268265,lamudi,23000.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta en valle verde 1er sect,2.0,2.0,105.0,25.726113,-100.374725,2025-05-05 17:25:47.268265,lamudi,26000.0,247.6190476190476,19039,19,039,Monterrey,renta,vertical
departamento en renta en colinas de san jeronimo,1.0,1.0,,25.677834,-100.37027,2025-05-05 17:25:47.268265,lamudi,10500.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en mitras norte,1.0,1.0,56.0,25.704909,-100.344577,2025-05-05 17:25:47.268265,lamudi,20000.0,357.1428571428572,19039,19,039,Monterrey,renta,vertical
departamento en renta en trevino,,1.0,,25.688127,-100.310881,2025-05-05 17:25:47.268265,lamudi,13000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en del paseo residencial,2.0,2.0,136.0,25.62991,-100.302177,2025-05-05 17:25:47.268265,lamudi,42000.0,308.8235294117647,19039,19,039,Monterrey,renta,vertical
casa en renta en san michelle,3.0,4.0,420.0,25.585641,-100.276432,2025-05-05 17:25:47.268265,lamudi,62000.0,147.61904761904762,19039,19,039,Monterrey,renta,horizontal
departamento en renta en satelite acueducto,3.0,2.0,122.0,25.5950965,-100.2677899,2025-05-05 17:25:47.268265,lamudi,35000.0,286.88524590163934,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,2.0,2.0,68.0,25.6702973,-100.3255248,2025-05-05 17:25:47.268265,lamudi,26000.0,382.3529411764706,19039,19,039,Monterrey,renta,vertical
departamento en renta en del paseo residencial,2.0,2.0,93.0,25.62723,-100.299524,2025-05-05 17:25:47.268265,lamudi,36500.0,392.4731182795699,19039,19,039,Monterrey,renta,vertical
casa en renta en el uro,4.0,6.0,,25.5527396,-100.2205558,2025-05-05 17:25:47.268265,lamudi,67500.0,,19039,19,039,Monterrey,renta,horizontal
casa en renta en paseo de cumbres,3.0,3.0,230.0,25.745343,-100.410251,2025-05-05 17:25:47.268265,lamudi,32500.0,141.30434782608697,19039,19,039,Monterrey,renta,horizontal
departamento en renta en talleres,2.0,2.0,,25.693606,-100.33244,2025-05-05 17:25:47.268265,lamudi,28000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en talleres,1.0,1.0,,25.693606,-100.33244,2025-05-05 17:25:47.268265,lamudi,26500.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en san jeronimo,2.0,2.0,110.0,25.6756898,-100.3539113,2025-05-05 17:25:47.268265,lamudi,22000.0,200.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en jardin de las torres,2.0,2.0,97.0,25.6333014,-100.3122427,2025-05-05 17:25:47.268265,lamudi,39500.0,407.2164948453608,19039,19,039,Monterrey,renta,vertical
departamento en renta en cumbres de santa clara,3.0,2.0,138.0,25.740521,-100.396276,2025-05-05 17:25:47.268265,lamudi,16500.0,119.56521739130434,19039,19,039,Monterrey,renta,vertical
casa en renta en mitras norte,4.0,3.0,277.0,25.714394,-100.3498585,2025-05-05 17:25:47.268265,lamudi,32000.0,115.52346570397113,19039,19,039,Monterrey,renta,horizontal
departamento en renta en contry,3.0,2.0,128.0,25.639926,-100.28363,2025-05-05 17:25:47.268265,lamudi,50000.0,390.625,19039,19,039,Monterrey,renta,vertical
departamento en renta en narvarte,2.0,1.0,64.0,25.650872424065845,-100.28358064591885,2025-05-05 17:25:47.268265,lamudi,11000.0,171.875,19039,19,039,Monterrey,renta,vertical
departamento en renta en colinas de san jeronimo,2.0,2.0,90.0,25.68046,-100.35867,2025-05-05 17:25:47.268265,lamudi,23000.0,255.55555555555557,19039,19,039,Monterrey,renta,vertical
departamento en renta en narvarte,1.0,1.0,15.0,25.6509865,-100.2835953,2025-05-05 17:25:47.268265,lamudi,5500.0,366.6666666666667,19039,19,039,Monterrey,renta,vertical
departamento en renta en narvarte,1.0,1.0,43.0,25.650975,-100.2830092,2025-05-05 17:25:47.268265,lamudi,9000.0,209.3023255813953,19039,19,039,Monterrey,renta,vertical
departamento en renta en roma,3.0,2.0,,25.651978,-100.29726,2025-05-05 17:25:47.268265,lamudi,31000.0,,19039,19,039,Monterrey,renta,vertical
casa en renta en valle de cristal,3.0,3.0,1.0,25.5307899,-100.2126331,2025-05-05 17:25:47.268265,lamudi,40000.0,40000.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta en jardines de san jeronimo,1.0,1.0,40.0,25.693065,-100.374716,2025-05-05 17:25:47.268265,lamudi,13000.0,325.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey,1.0,1.0,,25.6863582,-100.3761083,2025-05-05 17:25:47.268265,lamudi,25000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en ladrillera,2.0,2.0,115.0,25.65262,-100.27658,2025-05-05 17:25:47.268265,lamudi,37500.0,326.0869565217391,19039,19,039,Monterrey,renta,vertical
departamento en renta en regina,1.0,1.0,45.0,25.710972,-100.311484,2025-05-05 17:25:47.268265,lamudi,15000.0,333.3333333333333,19039,19,039,Monterrey,renta,vertical
casa en renta en privada residencial la rioja,3.0,3.0,314.0,25.5765277,-100.2418032,2025-05-05 17:25:47.268265,lamudi,31000.0,98.72611464968152,19039,19,039,Monterrey,renta,horizontal
departamento en renta en balcones de las mitras,2.0,2.0,72.0,25.7442935,-100.3709422,2025-05-05 17:25:47.268265,lamudi,12000.0,166.66666666666666,19039,19,039,Monterrey,renta,vertical
casa en renta en las torres,3.0,4.0,300.0,25.6172147,-100.2838507,2025-05-05 17:25:47.268265,lamudi,34000.0,113.33333333333331,19039,19,039,Monterrey,renta,horizontal
casa en renta en san pablo,3.0,4.0,,25.5864819,-100.2501146,2025-05-05 17:25:47.268265,lamudi,27500.0,,19039,19,039,Monterrey,renta,horizontal
casa en renta en residencial de la sierra,3.0,2.0,,25.582504,-100.2479259,2025-05-05 17:25:47.268265,lamudi,26000.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta en ladrillera,2.0,2.0,85.0,25.65517,-100.2747354,2025-05-05 17:25:47.268265,lamudi,35000.0,411.7647058823529,19039,19,039,Monterrey,renta,vertical
casa en renta en colonial la silla,4.0,2.0,246.0,25.635027,-100.275086,2025-05-05 17:25:47.268265,lamudi,35000.0,142.27642276422765,19039,19,039,Monterrey,renta,horizontal
casa en renta en puerta de hierro,3.0,2.0,182.0,25.752243,-100.417046,2025-05-05 17:25:47.268265,lamudi,18000.0,98.9010989010989,19039,19,039,Monterrey,renta,horizontal
departamento en renta en las torres,3.0,1.0,69.0,25.6155685,-100.2888796,2025-05-05 17:25:47.268265,lamudi,21000.0,304.3478260869565,19039,19,039,Monterrey,renta,vertical
departamento en renta en obispado,2.0,2.0,88.0,25.669144,-100.334124,2025-05-05 17:25:47.268265,lamudi,25000.0,284.09090909090907,19039,19,039,Monterrey,renta,vertical
departamento en renta en las brisas,3.0,2.0,,25.626484,-100.282098,2025-05-05 17:25:47.268265,lamudi,20000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en del carmen,2.0,1.0,58.0,25.6710318,-100.3603161,2025-05-05 17:25:47.268265,lamudi,16500.0,284.48275862068965,19039,19,039,Monterrey,renta,vertical
casa en renta en contry,3.0,3.0,380.0,25.637916,-100.277002,2025-05-05 17:25:47.268265,lamudi,37000.0,97.36842105263158,19039,19,039,Monterrey,renta,horizontal
departamento en renta en monterrey centro,2.0,1.0,93.0,25.596518,-100.255123,2025-05-05 17:25:47.268265,lamudi,30000.0,322.5806451612903,19039,19,039,Monterrey,renta,vertical
departamento en renta en colinas de huajuco,3.0,2.0,108.0,25.589902,-100.242303,2025-05-05 17:25:47.268265,lamudi,30000.0,277.77777777777777,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,1.0,1.0,32.0,25.674234,-100.311529,2025-05-05 17:25:47.268265,lamudi,18500.0,578.125,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey,1.0,1.0,45.0,25.618393,-100.270998,2025-05-05 17:25:47.268265,lamudi,17000.0,377.77777777777777,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,2.0,2.0,65.0,25.6644306,-100.3138842,2025-05-05 17:25:47.268265,lamudi,27320.0,420.3076923076923,19039,19,039,Monterrey,renta,vertical
casa en renta en sarabia,3.0,2.0,160.0,25.686614,-100.316113,2025-05-05 17:25:47.268265,lamudi,17000.0,106.25,19039,19,039,Monterrey,renta,horizontal
departamento en renta en ladrillera,,,105.0,25.65517,-100.2747354,2025-05-05 17:25:47.268265,lamudi,34000.0,323.8095238095238,19039,19,039,Monterrey,renta,vertical
departamento en renta en villa del rio,1.0,1.0,,25.6395165,-100.2706157,2025-05-05 17:25:47.268265,lamudi,12000.0,,19039,19,039,Monterrey,renta,vertical
casa en renta en monterrey,3.0,3.0,,25.5291116,-100.2155809,2025-05-05 17:25:47.268265,lamudi,30000.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta en obrera,2.0,2.0,61.0,25.680034,-100.293128,2025-05-05 17:25:47.268265,lamudi,23000.0,377.0491803278688,19039,19,039,Monterrey,renta,vertical
departamento en renta en rincon de santa maria,3.0,3.0,260.0,25.670946,-100.377209,2025-05-05 17:25:47.268265,lamudi,65000.0,250.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en regina,3.0,3.0,90.0,25.708101,-100.314425,2025-05-05 17:25:47.268265,lamudi,26500.0,294.44444444444446,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,2.0,2.0,,25.674234,-100.311529,2025-05-05 17:25:47.268265,lamudi,27000.0,,19039,19,039,Monterrey,renta,vertical
casa en fraccionamiento en renta en mitra dorada,2.0,1.0,,25.7299856,-100.3567771,2025-05-05 17:25:47.268265,lamudi,13000.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta en monterrey centro,1.0,1.0,33.0,25.66528,-100.3168895,2025-05-05 17:25:47.268265,lamudi,15681.0,475.1818181818182,19039,19,039,Monterrey,renta,vertical
departamento en renta en leones,1.0,1.0,,25.6964981,-100.3518947,2025-05-05 17:25:47.268265,lamudi,13000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en fray servando teresa de mier,3.0,2.0,100.0,25.74677,-100.34417,2025-05-05 17:25:47.268265,lamudi,28000.0,280.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en leones,2.0,2.0,160.0,25.6964981,-100.3518947,2025-05-05 17:25:47.268265,lamudi,20000.0,125.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en ladrillera,1.0,1.0,59.0,25.6543818,-100.2781078,2025-05-05 17:25:47.268265,lamudi,25700.0,435.59322033898303,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,1.0,1.0,42.0,25.6644306,-100.3138842,2025-05-05 17:25:47.268265,lamudi,18277.0,435.1666666666667,19039,19,039,Monterrey,renta,vertical
departamento en renta en alfonso reyes,3.0,3.0,,25.6464923,-100.3094488,2025-05-05 17:25:47.268265,lamudi,28000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en buenos aires,2.0,2.0,66.0,25.6697341,-100.28541642,2025-05-05 17:25:47.268265,lamudi,29999.0,454.530303030303,19039,19,039,Monterrey,renta,vertical
casa en renta en residencial de la sierra,3.0,2.0,,25.58616348,-100.25356418,2025-05-05 17:25:47.268265,lamudi,25500.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta en residencial centrika,3.0,2.0,,25.69749234650068,-100.3061239809204,2025-05-05 17:25:47.268265,lamudi,13500.0,,19039,19,039,Monterrey,renta,vertical
condominio horizontal en renta en obrera,2.0,2.0,85.0,25.676309,-100.291232,2025-05-05 17:25:47.268265,lamudi,31500.0,370.5882352941176,19039,19,039,Monterrey,renta,horizontal
casa en renta en la joya,3.0,3.0,380.0,25.548647,-100.235124,2025-05-05 17:25:47.268265,lamudi,49500.0,130.26315789473685,19039,19,039,Monterrey,renta,horizontal
departamento en renta en ladrillera,2.0,2.0,,25.6535732,-100.2756426,2025-05-05 17:25:47.268265,lamudi,38000.0,,19039,19,039,Monterrey,renta,vertical
casa en renta en privada residencial el vergel,3.0,3.0,,25.57086147707451,-100.2345760166645,2025-05-05 17:25:47.268265,lamudi,38000.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta en ciudad satelite,1.0,1.0,70.0,25.6032969,-100.2739664,2025-05-05 17:25:47.268265,lamudi,16500.0,235.7142857142857,19039,19,039,Monterrey,renta,vertical
casa en renta en bosques de las cumbres,3.0,3.0,238.0,25.727588,-100.399236,2025-05-05 17:25:47.268265,lamudi,26000.0,109.2436974789916,19039,19,039,Monterrey,renta,horizontal
departamento en renta en loma larga,3.0,2.0,133.0,25.665273,-100.344294,2025-05-05 17:25:47.268265,lamudi,29000.0,218.04511278195488,19039,19,039,Monterrey,renta,vertical
departamento en renta en del paseo residencial,3.0,2.0,110.0,25.63035,-100.303152,2025-05-05 17:25:47.268265,lamudi,49500.0,450.0,19039,19,039,Monterrey,renta,vertical
casa en renta en cerradas cumbres,3.0,2.0,195.0,25.74516,-100.412616,2025-05-05 17:25:47.268265,lamudi,17500.0,89.74358974358974,19039,19,039,Monterrey,renta,horizontal
departamento en renta en mirador,3.0,2.0,160.0,25.6273214,-100.2957395,2025-05-05 17:25:47.268265,lamudi,40000.0,250.0,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres elite sector villas,3.0,2.0,209.0,25.745085,-100.403229,2025-05-05 17:25:47.268265,lamudi,20000.0,95.69377990430624,19039,19,039,Monterrey,renta,horizontal
departamento en renta en lomas mederos,1.0,1.0,50.0,25.5948473,-100.2638682,2025-05-05 17:25:47.268265,lamudi,10500.0,210.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en cumbres,2.0,2.0,120.0,25.696848,-100.360948,2025-05-05 17:25:47.268265,lamudi,20000.0,166.66666666666666,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres,3.0,3.0,400.0,25.698982,-100.364013,2025-05-05 17:25:47.268265,lamudi,28000.0,70.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta en mirador,2.0,2.0,140.0,25.6273214,-100.2957395,2025-05-05 17:25:47.268265,lamudi,35000.0,250.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,1.0,1.0,59.0,25.672799,-100.299593,2025-05-05 17:25:47.268265,lamudi,17867.0,302.8305084745763,19039,19,039,Monterrey,renta,vertical
departamento en renta en roma,1.0,1.0,,25.654149,-100.297927,2025-05-05 17:25:47.268265,lamudi,12000.0,,19039,19,039,Monterrey,renta,vertical
casa en renta en industrial,,,256.0,25.688897,-100.326434,2025-05-05 17:25:47.268265,lamudi,37500.0,146.484375,19039,19,039,Monterrey,renta,horizontal
departamento en renta en acero,2.0,1.0,57.0,25.683303,-100.288086,2025-05-05 17:25:47.268265,lamudi,24500.0,429.8245614035088,19039,19,039,Monterrey,renta,vertical
casa en fraccionamiento en renta en el encino,3.0,6.0,350.0,25.5635,-100.23827,2025-05-05 17:25:47.268265,lamudi,45000.0,128.57142857142858,19039,19,039,Monterrey,renta,horizontal
casa en renta en monterrey centro,4.0,5.0,493.0,25.5965181,-100.255123,2025-05-05 17:25:47.268265,lamudi,150000.0,304.25963488843814,19039,19,039,Monterrey,renta,horizontal
departamento en renta en cumbres,2.0,2.0,90.0,25.719194,-100.377627,2025-05-05 17:25:47.268265,lamudi,14000.0,155.55555555555554,19039,19,039,Monterrey,renta,vertical
casa en renta en chepevera,3.0,2.0,250.0,25.6841312,-100.3410402,2025-05-05 17:25:47.268265,lamudi,40000.0,160.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta en mitras centro,1.0,1.0,65.0,25.699443,-100.341369,2025-05-05 17:25:47.268265,lamudi,22000.0,338.46153846153845,19039,19,039,Monterrey,renta,vertical
departamento en renta en 15 de mayo,2.0,1.0,80.0,25.6938176,-100.3142413,2025-05-05 17:25:47.268265,lamudi,12000.0,150.0,19039,19,039,Monterrey,renta,vertical
casa en fraccionamiento en renta en rincon de los encinos,3.0,4.0,220.0,25.57717,-100.27054,2025-05-05 17:25:47.268265,lamudi,30000.0,136.36363636363637,19039,19,039,Monterrey,renta,horizontal
departamento en renta en monterrey centro,2.0,2.0,80.0,25.672799,-100.299593,2025-05-05 17:25:47.268265,lamudi,28223.0,352.7875,19039,19,039,Monterrey,renta,vertical
casa en fraccionamiento en renta en la joya,3.0,,735.0,25.565749,-100.22325,2025-05-05 17:25:47.268265,lamudi,90000.0,122.44897959183672,19039,19,039,Monterrey,renta,horizontal
casa en fraccionamiento en renta en rincon de los encinos,3.0,5.0,350.0,25.57717,-100.27054,2025-05-05 17:25:47.268265,lamudi,90000.0,257.1428571428572,19039,19,039,Monterrey,renta,horizontal
casa en fraccionamiento en renta en valle alto,3.0,6.0,490.0,25.56455,-100.27813,2025-05-05 17:25:47.268265,lamudi,70000.0,142.85714285714286,19039,19,039,Monterrey,renta,horizontal
casa en renta en lomas del vergel,3.0,2.0,,25.59282,-100.247151,2025-05-05 17:25:47.268265,lamudi,29500.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta en monterrey centro,1.0,1.0,40.0,25.6869724,-100.3376734,2025-05-05 17:25:47.268265,lamudi,17950.0,448.75,19039,19,039,Monterrey,renta,vertical
casa en renta en monterrey,3.0,3.0,1.0,25.6863582,-100.3761083,2025-05-05 17:25:47.268265,lamudi,42000.0,42000.0,19039,19,039,Monterrey,renta,horizontal
casa en renta en terminal,7.0,3.0,600.0,25.68560888,-100.29657092,2025-05-05 17:25:47.268265,lamudi,55000.0,91.66666666666669,19039,19,039,Monterrey,renta,horizontal
departamento en renta en monterrey centro,1.0,1.0,44.0,25.668272,-100.308198,2025-05-05 17:25:47.268265,lamudi,24000.0,545.4545454545455,19039,19,039,Monterrey,renta,vertical
casa en fraccionamiento en renta en cerradas cumbres,3.0,4.0,220.0,25.7538818,-100.4115556,2025-05-05 17:25:47.268265,lamudi,24000.0,109.0909090909091,19039,19,039,Monterrey,renta,horizontal
casa en fraccionamiento en renta en puerta de hierro,3.0,2.0,220.0,25.7603476,-100.4136978,2025-05-05 17:25:47.268265,lamudi,18000.0,81.81818181818181,19039,19,039,Monterrey,renta,horizontal
casa en renta en el barro,3.0,4.0,150.0,25.517309,-100.210934,2025-05-05 17:25:47.268265,lamudi,31000.0,206.66666666666663,19039,19,039,Monterrey,renta,horizontal
casa en fraccionamiento en renta en privadas de cumbres,3.0,2.0,246.0,25.7471541,-100.4017109,2025-05-05 17:25:47.268265,lamudi,18800.0,76.42276422764228,19039,19,039,Monterrey,renta,horizontal
departamento en renta en industrial,2.0,2.0,40.0,25.689276,-100.323552,2025-05-05 17:25:47.268265,lamudi,18000.0,450.0,19039,19,039,Monterrey,renta,vertical
casa en fraccionamiento en renta en monterrey centro,3.0,2.0,220.0,25.5794768,-100.2489864,2025-05-05 17:25:47.268265,lamudi,36000.0,163.63636363636363,19039,19,039,Monterrey,renta,horizontal
departamento en renta en jardin de las torres,2.0,1.0,66.0,25.651762,-100.307345,2025-05-05 17:25:47.268265,lamudi,22300.0,337.8787878787879,19039,19,039,Monterrey,renta,vertical
casa en renta en paseo del vergel,3.0,2.0,,25.585743757156663,-100.24248853325844,2025-05-05 17:25:47.268265,lamudi,28000.0,,19039,19,039,Monterrey,renta,horizontal
